Test Type,Time (seconds)
shorten,2.14250946
shorten,0.3680567741
shorten,0.3278543949
shorten,0.4375412464
shorten,0.345580101
shorten,1.05415988
shorten,0.3932933807
shorten,0.386503458
shorten,0.4019882679
shorten,0.372194767
shorten,0.3665575981
shorten,1.643992901
shorten,0.04155159
shorten,0.3633205891
shorten,0.02685332298
shorten,0.3886461258
shorten,0.3712334633
shorten,0.493168354
shorten,0.3176100254
shorten,0.3146557808
shorten,0.3379933834
shorten,0.03015708923
shorten,0.2950735092
shorten,0.026954889
shorten,0.3459396362
shorten,0.3961005211
shorten,0.3890395164
shorten,0.02559781075
shorten,0.03202152252
shorten,0.373557806
shorten,0.3310830593
shorten,0.4097614288
shorten,0.2971887589
shorten,0.3737232685
shorten,0.022227287
shorten,0.030461311
shorten,0.317984581
shorten,0.4377589226
shorten,0.02603960037
shorten,0.3644428253
shorten,0.329457283
shorten,0.041279793
shorten,0.02618885
shorten,0.3226547241
shorten,0.026330471
shorten,0.024600029
shorten,0.3278317451
shorten,0.3221611977
shorten,0.350723505
shorten,0.3367826939
shorten,0.3638312817
shorten,0.3063726425
shorten,0.027850151
shorten,0.3713891506
shorten,0.02448654175
shorten,0.3668782711
shorten,0.3449018002
shorten,0.3280181885
shorten,0.028704643
shorten,0.3196191788
shorten,0.3120245934
shorten,0.3341109753
shorten,0.3920152187
shorten,0.0244512558
shorten,0.3361997604
shorten,0.5062274933
shorten,0.3877940178
shorten,0.3798654079
shorten,0.3381199837
shorten,0.4222445488
shorten,0.5217010975
shorten,0.4898064137
shorten,0.452776432
shorten,0.5189838409
shorten,0.486045599
shorten,0.44237113
shorten,0.02758669853
shorten,0.5137724876
shorten,0.5125360489
shorten,0.3839907646
shorten,0.4489347935
shorten,0.041247129
shorten,0.3690543175
shorten,0.3981902599
shorten,0.4891154766
shorten,0.4312782288
shorten,0.02711892128
shorten,0.4049239159
shorten,0.3207597733
shorten,0.4267926216
shorten,0.027878046
shorten,0.3459560871
shorten,0.3201916218
shorten,0.5193724632
shorten,0.6980221272
shorten,0.02376508713
shorten,0.025198221
shorten,0.025237799
shorten,0.049106359
redirect,0.1546344757
redirect,0.021269321
redirect,0.024020433
redirect,0.023603916
redirect,0.02025341988
redirect,0.01833415031
redirect,0.01870465279
redirect,0.01881742477
redirect,0.0207324028
redirect,0.020725965
redirect,0.0176358223
redirect,0.02040290833
redirect,0.020758152
redirect,0.017318726
redirect,0.019043207
redirect,0.01758980751
redirect,0.01807641983
redirect,0.018563747
redirect,0.021179438
redirect,0.02487587929
redirect,0.017966986
redirect,0.02163147926
redirect,0.02057003975
redirect,0.02197313309
redirect,0.02049899101
redirect,0.02589821815
redirect,0.01987051964
redirect,0.01932787895
redirect,0.02351927757
redirect,0.02418613434
redirect,0.02117729187
redirect,0.02228426933
redirect,0.021980524
redirect,0.02077364922
redirect,0.02059268951
redirect,0.019412041
redirect,0.025840998
redirect,0.018737793
redirect,0.01887702942
redirect,0.01708316803
redirect,0.01736044884
redirect,0.018799067
redirect,0.018234491
redirect,0.01788044
redirect,0.02034044266
redirect,0.01678204536
redirect,0.01790189743
redirect,0.0194542408
redirect,0.01943159103
redirect,0.02015280724
redirect,0.01712703705
redirect,0.01965403557
redirect,0.02810359
redirect,0.02677059174
redirect,0.01997494698
redirect,0.02442240715
redirect,0.02343225479
redirect,0.02314424515
redirect,0.02350258827
redirect,0.019302845
redirect,0.0200586319
redirect,0.02075695992
redirect,0.02067351341
redirect,0.019808769
redirect,0.017886162
redirect,0.01915216446
redirect,0.01929521561
redirect,0.018676996
redirect,0.01929092407
redirect,0.01838994
redirect,0.0173738
redirect,0.01857209206
redirect,0.01717329025
redirect,0.01882410049
redirect,0.018797159
redirect,0.019107103
redirect,0.018808126
redirect,0.019398689
redirect,0.020590305
redirect,0.01890969276
redirect,0.01749801636
redirect,0.01741266251
redirect,0.01997900009
redirect,0.02113771439
redirect,0.018897772
redirect,0.01829457283
redirect,0.017944574
redirect,0.01803708076
redirect,0.018482924
redirect,0.0211751461
redirect,0.018731594
redirect,0.019825935
redirect,0.018362522
redirect,0.01766181
redirect,0.01823759079
redirect,0.019004583
redirect,0.01810789108
redirect,0.020712137
redirect,0.01825618744
SHORT_AV,0.3352041148
REDIR_AV,0.0213112903
cpu,10.6
memory,83.6
throughput,1.496340565
